t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
506.71,3.059,0.453,2.185
508.83,2.938,0.539,1.185
509.35,2.931,0.453,2.185
509.87,2.949,0.453,2.181
510.38,2.96,0.469,2.185
511.99,2.938,0.533,1.185
512.52,3.041,0.467,2.185
513.6,2.939,0.453,0.531
514.21,2.936,0.453,2.185
514.72,2.955,0.453,2.181
515.23,3.029,0.467,2.185
515.96,3.021,0.453,2.185
516.46,2.932,0.453,2.185
516.97,2.999,0.453,2.181
517.49,3.037,0.467,2.185
518.61,3.025,0.453,2.185
519.14,3.083,0.467,2.185
520.58,2.925,0.548,1.185
521.11,2.956,0.469,2.185
521.62,2.938,0.482,2.181
522.13,3.031,0.467,2.185
522.63,2.917,0.453,0.531
523.15,2.964,0.453,2.185
523.66,3.034,0.467,2.185
524.46,3.026,0.453,2.185
524.97,3.006,0.453,2.185
525.48,2.974,0.453,2.181
525.99,3.041,0.467,2.185
526.51,3.027,0.453,2.187
527.03,3.039,1.376,2.185
527.78,3.027,0.473,2.185
528.3,3.041,0.467,2.185
529.35,3.033,0.473,2.185
529.86,3.111,0.467,2.185
530.9,2.931,0.453,0.531
531.43,3.032,0.467,2.185
532.23,3.103,0.465,2.185
532.74,3.048,0.467,2.185
533.99,3.036,0.514,2.185
534.52,3.041,0.639,2.185
535.43,3.029,0.453,2.185
535.94,3.036,0.467,2.185
536.45,3.029,0.453,2.185
536.95,3.041,0.467,2.185
537.68,3.094,0.453,2.185
538.19,3.035,1.206,2.185
539.67,3.023,0.468,2.185
540.2,3.058,0.467,2.185
541.27,3.031,0.47,2.185
541.79,3.093,0.464,2.185
542.53,2.927,0.73,1.185
543.06,3.029,0.467,2.185
543.63,2.942,0.994,1.185
544.15,2.96,0.453,2.185
544.66,3.057,0.467,2.185
545.31,3.038,0.453,2.185
545.82,3.093,0.453,2.185
546.33,2.942,0.552,1.185
546.85,2.944,0.453,2.181
547.36,3.015,0.467,2.185
547.87,3.072,0.469,2.185
549.23,2.94,0.453,0.531
549.76,2.935,0.453,2.185
550.27,3.006,0.453,2.181
550.78,2.956,0.461,2.185
551.92,3.026,0.453,2.185
552.44,3.085,0.467,2.185
553.96,3.026,0.473,2.185
554.48,3.072,0.472,2.185
555.86,3.026,0.453,2.185
556.38,3.113,0.455,2.185
557.71,2.942,0.545,1.185
558.23,3.123,0.46,2.185
558.93,3.029,0.453,0.531
559.54,3.099,0.453,2.185
560.97,2.939,0.692,0.883
561.5,3.084,0.464,2.185
562.08,2.923,0.453,0.531
562.61,2.92,0.453,0.531
563.15,3.002,0.453,2.185
563.67,2.907,0.453,0.531
564.18,3.057,0.467,2.185
564.88,3.092,0.465,2.185
565.41,3.103,0.454,2.185
566.91,2.942,0.453,0.531
567.42,2.919,0.453,0.531
567.97,3.012,0.453,0.531
568.48,3.126,0.453,0.531
568.99,3.213,0.453,0.531
569.49,3.283,0.453,0.531
569.99,3.372,0.453,0.531
570.5,3.469,0.453,0.531
571.01,3.577,0.453,0.531
571.51,3.68,0.453,0.531
572.02,3.78,0.453,0.531
572.52,3.886,0.453,0.531
