t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
477.59,3.08,0.453,2.185
478.1,3.078,0.467,2.185
479.62,3.041,0.466,2.185
480.14,3.05,0.467,2.185
481.36,3.042,0.453,2.187
481.88,3.084,0.453,2.185
482.38,3.046,0.453,2.185
482.9,3.05,0.467,2.185
484.44,3.038,0.453,2.187
484.95,3.06,0.467,2.185
485.76,3.042,0.453,2.185
486.27,3.047,0.453,2.185
486.81,2.952,0.453,0.531
487.33,3.041,0.467,2.185
487.84,2.926,0.453,0.531
488.36,2.969,0.453,2.185
488.87,3.047,0.467,2.185
489.45,2.954,0.453,0.531
489.98,3.043,0.467,2.185
490.48,3.109,0.453,2.185
490.99,2.951,0.539,1.185
491.51,3.042,0.467,2.185
492.02,3.063,0.467,2.185
492.76,2.944,0.572,1.185
493.29,2.971,0.453,2.185
493.8,3.02,0.467,2.185
494.89,3.099,0.453,2.185
495.41,3.027,0.467,2.185
496.71,3.043,0.467,2.185
497.23,3.092,0.467,2.185
499.38,2.938,0.55,1.185
499.91,2.937,0.453,2.185
500.42,3.025,0.453,2.181
500.94,3.095,0.695,2.185
502.63,3.049,0.453,2.185
503.15,3.074,0.467,2.185
504.52,2.953,0.453,0.531
505.04,2.946,0.453,2.185
505.55,3.032,0.453,2.181
506.07,3.047,0.467,2.185
506.81,2.938,0.453,0.531
507.41,2.968,0.453,2.185
507.92,3.049,0.866,2.185
509.51,3.041,0.535,2.185
510.03,3.055,0.467,2.185
511.45,2.942,0.453,0.531
511.98,2.972,0.453,2.185
512.49,3.025,0.453,2.181
513.0,3.046,0.467,2.185
513.51,2.926,0.453,0.531
514.02,3.026,0.467,2.185
514.54,3.041,0.467,2.185
515.35,3.037,0.453,2.185
515.87,3.021,0.453,2.185
516.38,2.969,0.453,2.181
516.89,3.052,0.467,2.185
517.47,3.041,0.453,2.187
517.99,3.034,0.467,2.185
518.77,3.045,0.514,2.185
519.29,3.1,0.467,2.185
520.33,3.049,0.453,2.185
520.85,3.041,0.467,2.185
521.81,3.044,0.513,2.185
522.33,3.051,0.639,2.185
523.28,3.106,0.453,2.185
523.8,3.043,1.149,2.185
525.01,3.043,0.514,2.185
525.53,3.028,0.467,2.185
526.46,3.041,0.453,2.185
526.97,3.072,0.467,2.185
527.56,2.946,0.466,0.531
528.08,3.062,0.467,2.185
528.73,3.115,0.453,2.185
529.24,3.099,0.465,2.185
530.76,2.938,0.545,1.185
531.32,3.036,0.752,2.185
532.2,3.04,0.51,2.185
532.71,3.033,0.525,2.185
533.42,3.044,0.453,2.187
533.93,3.038,0.467,2.185
534.55,3.04,0.453,2.185
535.06,2.98,0.453,2.185
535.58,2.984,0.453,2.181
536.09,2.978,0.453,2.185
536.6,3.09,0.453,2.185
537.29,2.936,0.548,1.185
537.82,2.955,0.453,2.181
538.33,3.026,0.467,2.185
538.84,3.094,0.463,2.185
540.19,2.953,0.516,0.581
540.71,2.938,0.453,2.185
541.22,3.046,0.453,2.181
541.74,3.113,0.473,2.185
542.92,3.037,0.453,2.185
543.44,3.12,0.469,2.185
545.04,3.004,0.453,0.531
545.57,3.053,0.922,2.185
546.85,3.102,0.453,2.185
547.37,3.124,0.467,2.185
548.69,2.938,0.453,0.531
549.2,3.132,0.468,2.185
549.99,2.935,0.453,0.531
550.51,3.067,0.467,2.185
552.1,2.939,0.552,1.185
552.62,2.987,0.453,2.185
553.14,2.953,0.545,1.185
553.65,2.934,0.453,0.531
554.18,3.013,0.453,2.185
554.69,2.933,0.548,1.185
555.22,3.123,0.469,2.185
556.2,2.953,0.466,0.531
556.72,3.083,0.453,2.185
558.0,2.942,0.453,0.531
558.52,2.942,0.453,0.531
559.18,2.999,0.453,0.531
559.69,3.07,0.453,0.531
560.2,3.137,0.453,0.531
560.71,3.223,0.453,0.531
561.22,3.328,0.453,0.531
561.72,3.441,0.453,0.531
562.23,3.543,0.453,0.531
562.73,3.647,0.453,0.531
563.24,3.745,0.453,0.531
563.75,3.855,0.453,0.531
