t_s,rss_gb,cuda_alloc_gb,cuda_reserved_gb
200.82,3.092,0.467,2.185
201.38,3.084,0.453,2.187
201.89,3.017,0.453,2.187
202.4,3.056,0.752,2.185
203.29,3.066,0.457,2.185
203.82,3.074,0.467,2.185
204.8,3.066,0.457,2.185
205.32,3.126,0.467,2.185
206.61,2.971,0.482,2.181
207.13,3.145,0.455,2.185
207.85,3.038,0.453,2.181
208.36,3.08,0.467,2.185
208.88,3.154,0.466,2.185
209.4,3.107,0.467,2.185
210.66,3.079,0.458,2.185
211.18,3.107,0.467,2.185
212.74,3.079,0.453,2.187
213.25,3.061,0.866,2.185
214.07,3.076,0.465,2.185
214.59,3.165,0.461,2.185
215.45,3.096,0.453,2.185
215.96,3.157,0.463,2.185
217.32,3.001,0.482,2.181
217.83,3.154,0.463,2.185
218.87,2.993,0.453,2.181
219.38,3.004,0.453,2.185
219.89,2.974,0.453,2.181
220.4,3.086,0.453,2.185
220.92,3.078,0.526,2.185
221.61,3.073,0.453,2.185
222.12,2.973,0.453,2.185
222.63,3.115,0.467,2.185
223.74,3.077,0.453,2.185
224.25,3.078,0.467,2.185
224.92,3.078,0.453,2.185
225.43,3.03,0.453,2.185
225.94,3.082,0.639,2.185
226.82,3.07,0.453,2.185
227.33,3.066,0.485,2.187
227.85,3.05,0.453,2.181
228.35,3.143,0.453,2.185
228.86,2.99,0.482,2.181
229.38,3.064,0.467,2.185
230.28,3.075,0.453,2.185
230.8,3.144,0.464,2.185
231.53,2.986,0.482,2.181
232.04,3.088,1.092,2.185
232.61,3.076,0.453,2.187
233.12,2.98,0.453,2.185
233.63,3.087,0.467,2.185
234.52,3.143,0.453,2.185
235.05,3.101,0.453,2.185
236.05,2.987,0.453,0.531
236.56,3.158,0.464,2.185
237.15,2.991,0.482,2.181
237.66,3.134,0.453,2.185
238.27,3.071,0.453,0.531
238.79,3.155,0.48,2.185
240.02,3.076,0.525,2.185
240.53,3.141,0.47,2.185
242.22,3.081,0.453,2.185
242.74,3.14,0.465,2.185
244.15,2.979,0.482,2.181
244.67,3.103,0.453,2.185
245.29,2.999,0.453,2.181
245.8,2.978,0.453,2.185
246.31,3.11,0.462,2.185
247.89,3.014,0.453,2.181
248.4,3.151,0.453,2.185
248.91,3.155,0.465,2.185
249.7,3.055,0.453,2.181
250.21,3.074,0.467,2.185
250.76,3.073,0.501,2.185
251.27,3.112,0.467,2.185
252.36,3.078,0.538,2.185
252.87,3.09,0.467,2.185
253.66,3.078,0.453,2.187
254.17,3.066,0.467,2.185
254.68,3.071,0.512,2.185
255.21,3.14,0.464,2.185
255.9,2.991,0.453,2.181
256.42,3.069,1.092,2.185
257.04,3.084,0.53,2.185
257.56,3.104,0.467,2.185
258.71,3.077,0.528,2.185
259.22,3.122,0.465,2.185
260.21,2.982,0.453,2.181
260.72,3.089,0.526,2.185
261.3,3.081,0.453,2.185
261.82,2.987,0.453,2.185
262.33,3.111,0.467,2.185
263.68,3.073,0.453,2.185
264.2,3.078,0.467,2.185
265.17,3.074,0.511,2.185
265.69,3.067,0.467,2.185
266.53,3.113,0.453,2.185
267.06,3.107,0.467,2.185
269.01,3.082,0.536,2.185
269.53,3.131,0.465,2.185
270.97,2.99,0.482,2.181
271.48,3.156,0.473,2.185
272.13,3.09,0.453,2.185
272.64,3.141,0.469,2.185
274.52,3.081,0.453,2.185
275.04,3.143,0.464,2.185
276.47,2.989,0.482,2.181
276.99,3.116,0.467,2.185
278.12,3.149,0.467,2.185
278.64,3.143,0.466,2.185
279.32,2.991,0.482,2.181
279.84,3.036,0.459,2.185
280.92,2.973,0.453,2.181
281.43,3.141,0.465,2.185
282.47,2.974,0.529,0.581
282.99,3.067,0.979,2.185
283.64,3.078,0.465,2.185
284.15,3.101,0.467,2.185
285.31,3.088,0.475,2.185
285.83,3.149,0.466,2.185
287.3,2.993,0.482,2.181
287.81,3.056,0.455,2.185
288.38,3.056,0.453,2.181
288.89,3.036,0.453,2.185
289.4,3.084,0.467,2.185
290.44,3.071,0.453,2.185
290.96,3.065,0.467,2.185
291.77,3.081,0.467,2.185
292.28,3.086,0.554,2.185
293.5,3.079,0.453,2.185
294.0,3.15,0.467,2.185
295.35,2.976,0.548,1.185
295.88,3.15,0.467,2.185
297.12,3.084,0.453,2.185
297.63,3.089,0.467,2.185
299.1,2.979,0.453,0.531
299.61,3.14,0.453,2.185
300.12,2.982,0.453,0.531
300.66,3.067,0.866,2.185
301.71,3.139,0.453,2.185
302.22,3.136,0.474,2.185
303.22,2.988,0.453,0.531
303.75,3.102,0.467,2.185
304.86,3.148,0.453,2.185
305.37,3.143,0.468,2.185
306.74,3.073,0.516,2.185
307.27,3.146,0.465,2.185
308.82,2.989,0.539,1.185
309.35,3.102,0.467,2.185
310.29,3.15,0.465,2.185
310.81,3.147,0.464,2.185
311.47,2.979,0.482,2.181
311.98,3.141,0.466,2.185
312.79,2.995,0.453,0.531
313.31,3.144,0.469,2.185
314.33,3.091,0.453,2.185
314.85,3.15,0.453,2.185
316.42,3.087,0.453,0.531
316.94,3.158,0.464,2.185
317.69,2.988,0.482,2.181
318.19,3.071,0.467,2.185
318.7,3.086,0.453,2.185
319.22,3.137,0.469,2.185
320.04,2.978,0.453,0.531
320.55,2.991,0.458,2.185
321.3,2.981,0.482,2.181
321.82,3.106,0.453,2.185
323.04,3.072,0.453,2.185
323.55,3.13,0.453,2.185
324.43,3.08,0.453,2.185
324.96,3.094,0.695,2.185
325.98,3.081,0.467,2.185
326.49,3.159,0.462,2.185
327.96,2.992,0.453,2.181
328.47,3.075,0.752,2.185
329.39,3.079,0.526,2.185
329.91,3.075,0.467,2.185
330.96,3.04,0.482,2.181
331.47,3.076,0.467,2.185
331.98,2.987,0.482,2.181
332.48,3.013,0.453,2.185
332.99,3.108,0.468,2.185
334.19,2.987,0.453,0.531
334.71,3.163,0.467,2.185
335.59,2.987,0.594,1.185
336.1,3.082,0.467,2.185
337.05,3.087,0.474,2.185
337.56,3.147,0.463,2.185
338.32,2.979,0.453,0.531
338.85,3.064,0.467,2.185
340.21,2.99,0.453,0.531
340.74,3.006,0.453,2.185
341.25,3.105,0.458,2.185
342.59,2.981,0.453,2.181
343.12,3.163,0.472,2.185
343.98,2.977,0.453,0.531
344.5,3.153,0.469,2.185
345.71,3.08,0.453,2.185
346.22,3.163,0.458,2.185
347.77,2.977,0.541,1.185
348.29,3.159,0.454,2.185
349.4,3.044,0.453,2.181
349.91,3.072,0.453,2.185
350.42,3.065,0.467,2.185
350.98,3.076,0.542,2.185
351.5,3.157,0.465,2.185
352.67,2.995,0.453,2.181
353.18,2.993,0.453,2.185
353.69,3.11,0.526,2.185
354.72,3.072,0.453,2.185
355.23,3.062,0.467,2.185
355.85,3.076,0.516,2.185
356.37,3.066,0.467,2.185
357.59,3.081,0.475,2.185
358.11,3.122,0.467,2.185
359.24,2.993,0.482,2.181
359.75,3.07,0.467,2.185
360.26,3.09,0.582,2.185
360.85,3.072,0.453,2.185
361.36,3.006,0.453,2.185
361.87,3.109,0.467,2.185
362.38,2.977,0.545,1.185
362.9,3.047,0.537,2.185
363.41,3.024,0.453,2.181
363.92,3.103,0.467,2.185
365.24,3.039,0.467,2.181
365.75,3.077,0.467,2.185
366.27,3.069,0.467,2.185
367.58,3.072,0.453,2.185
368.1,3.157,0.469,2.185
369.74,3.08,0.453,2.185
370.26,3.169,0.458,2.185
371.45,2.984,0.482,2.181
371.98,3.129,0.467,2.185
373.14,3.079,0.453,2.185
373.65,3.121,0.467,2.185
374.61,3.079,0.453,2.185
375.14,3.091,0.467,2.185
375.74,3.079,0.453,2.185
376.26,3.093,0.467,2.185
376.85,3.126,0.453,2.185
377.36,3.117,0.526,2.185
379.21,3.08,0.453,2.185
379.73,3.085,0.467,2.185
380.69,3.072,0.453,2.185
381.2,3.082,0.467,2.185
381.71,2.982,0.453,2.185
382.21,3.087,0.467,2.185
382.72,3.073,0.522,2.185
383.23,3.156,0.463,2.185
384.67,3.001,0.453,2.181
385.18,3.146,0.463,2.185
385.7,3.045,0.453,2.181
386.21,2.986,0.453,2.185
386.72,3.077,0.467,2.185
387.77,3.077,0.453,2.185
388.28,3.014,0.453,2.185
388.79,3.001,0.453,2.181
389.3,2.994,0.462,2.185
389.81,2.997,0.453,2.181
390.32,3.026,0.453,2.185
390.83,3.077,0.866,2.185
392.62,2.981,0.453,2.181
393.13,2.995,0.453,2.185
393.64,3.082,0.582,2.185
395.1,3.123,0.453,2.185
395.61,3.136,0.46,2.185
396.82,3.078,0.453,0.531
397.34,3.146,0.458,2.185
398.71,2.977,0.482,2.181
399.22,3.129,0.467,2.185
400.24,2.975,0.482,2.181
400.76,2.997,0.453,2.185
401.27,3.005,0.453,2.181
401.78,3.137,0.453,2.185
402.29,3.099,1.263,2.185
402.9,3.074,0.453,2.185
403.41,3.151,0.463,2.185
405.22,2.977,0.482,2.181
405.73,3.071,0.467,2.185
406.4,3.085,0.453,2.185
406.92,3.098,0.467,2.185
407.43,3.084,0.453,2.185
407.94,3.069,0.467,2.185
408.45,2.985,0.482,2.181
408.95,3.06,0.515,2.185
409.47,2.99,0.453,2.181
409.98,3.109,0.467,2.185
410.75,3.072,0.453,2.185
411.25,3.006,0.453,2.185
411.76,3.106,0.467,2.185
412.27,2.981,0.482,2.181
412.78,3.042,0.524,2.185
413.3,3.069,0.525,2.185
414.14,3.069,0.453,2.187
414.65,3.103,0.467,2.185
415.32,3.078,0.453,2.185
415.82,3.049,0.531,2.185
416.33,3.053,0.453,2.181
416.84,3.155,0.462,2.185
417.57,3.061,0.453,2.181
418.09,3.147,0.464,2.185
418.6,2.977,0.453,2.185
419.11,3.072,0.467,2.185
419.62,3.073,0.453,2.185
420.13,3.064,0.459,2.185
420.65,2.989,0.482,2.181
421.17,3.154,0.468,2.185
421.98,3.081,0.453,2.185
422.49,3.162,0.466,2.185
423.93,3.051,0.535,1.185
424.44,3.101,0.467,2.185
425.33,3.085,0.525,2.185
425.84,3.108,1.262,2.185
426.96,3.152,0.465,2.185
427.5,3.143,0.465,2.185
428.95,3.024,0.453,2.181
429.46,3.07,0.467,2.185
430.26,3.07,0.456,2.185
430.77,3.096,0.467,2.185
431.6,3.078,0.453,2.185
432.11,2.973,0.453,2.185
432.62,3.095,0.467,2.185
433.13,3.077,0.453,2.187
433.64,3.1,0.467,2.185
434.2,3.077,0.453,0.531
434.71,3.155,0.453,2.185
435.22,2.995,0.453,2.181
435.73,3.004,0.453,2.187
436.25,3.063,0.467,2.185
436.93,3.078,0.528,2.185
437.45,3.063,0.467,2.185
438.48,3.139,0.453,2.185
439.0,3.151,0.467,2.185
440.76,3.089,0.453,2.185
441.27,3.082,0.467,2.185
442.48,3.07,0.526,2.185
443.01,3.09,0.582,2.185
443.83,3.078,0.462,2.185
444.34,3.161,0.462,2.185
445.09,2.979,0.453,2.181
445.6,3.15,0.467,2.185
446.33,2.99,0.552,1.185
446.85,3.139,0.455,2.185
448.27,3.064,0.453,2.181
448.78,3.104,0.467,2.185
449.44,3.085,0.453,2.185
449.95,3.131,0.464,2.185
450.47,3.005,0.453,2.181
450.97,3.08,0.752,2.185
451.52,3.068,0.502,2.185
452.03,3.094,1.093,2.185
452.84,3.08,0.453,2.187
453.35,3.098,0.467,2.185
453.86,3.08,0.466,2.185
454.37,3.098,0.467,2.185
455.67,3.073,0.453,2.185
456.18,3.096,0.922,2.185
456.92,3.091,0.453,2.185
457.43,3.132,0.453,2.185
458.93,3.069,0.462,2.185
459.46,3.148,0.466,2.185
460.78,2.974,0.453,0.531
461.31,3.07,0.525,2.185
462.26,3.081,0.453,2.187
462.77,3.007,0.504,2.185
463.28,3.041,0.453,2.181
463.8,3.078,0.467,2.185
465.02,3.07,0.453,2.187
465.53,3.09,0.866,2.185
466.29,3.078,0.453,2.185
466.8,3.161,0.462,2.185
467.32,3.054,0.453,2.181
467.83,3.087,0.486,2.187
468.34,3.067,0.453,2.185
468.85,3.015,0.453,2.181
469.36,3.078,0.467,2.185
469.87,2.99,0.453,2.185
470.38,3.063,0.467,2.185
470.89,3.023,0.453,2.181
471.39,3.073,0.467,2.185
471.9,3.159,0.463,2.185
472.58,3.055,0.453,2.181
473.09,3.03,0.453,2.185
473.6,3.078,0.467,2.185
474.49,3.138,0.453,2.185
475.0,3.079,0.866,2.185
476.28,3.074,0.467,2.185
476.8,3.128,0.467,2.185
478.64,2.984,0.482,2.181
479.15,2.978,0.453,2.185
479.66,3.113,0.469,2.185
481.66,3.065,0.453,2.185
482.18,3.149,0.462,2.185
483.34,3.013,0.453,2.181
483.85,2.998,0.453,2.185
484.36,3.137,0.462,2.185
485.5,3.049,0.453,2.181
486.01,3.083,0.467,2.185
486.53,3.086,0.467,2.185
487.8,3.076,0.453,2.185
488.31,3.081,0.467,2.185
489.59,3.081,0.453,2.185
490.1,3.134,0.453,2.185
490.6,3.042,0.453,2.181
491.11,3.075,0.467,2.185
491.62,3.05,0.467,2.185
492.13,3.049,0.453,2.185
492.65,3.105,0.467,2.185
493.24,2.99,0.64,1.185
493.76,2.999,0.453,2.185
494.26,3.096,1.262,2.185
494.98,3.077,0.52,2.187
495.5,3.097,0.695,2.185
496.19,3.07,0.53,2.185
496.7,3.145,0.466,2.185
497.62,2.975,0.482,2.181
498.14,3.146,0.47,2.185
498.9,2.975,0.453,0.531
499.42,3.038,0.466,2.185
500.26,2.971,0.535,1.185
500.79,3.166,0.464,2.185
501.8,2.971,0.466,0.531
502.32,3.091,0.922,2.185
503.12,3.079,0.453,2.185
503.64,3.016,0.462,2.185
504.16,2.987,0.453,2.181
504.66,3.077,0.467,2.185
505.17,3.069,0.467,2.185
505.69,3.135,0.465,2.185
507.13,2.99,0.482,2.181
507.65,3.094,0.467,2.185
508.56,3.082,0.521,2.185
509.08,3.114,0.467,2.185
509.68,3.053,0.453,2.187
510.2,3.094,0.467,2.185
510.71,3.047,0.453,2.181
511.21,3.071,0.467,2.185
511.72,3.086,0.467,2.185
512.23,2.975,0.453,0.531
512.76,3.03,0.453,2.185
513.26,2.975,0.453,0.531
513.77,2.962,0.453,2.185
514.29,3.099,0.467,2.185
515.78,2.99,0.482,2.181
516.29,3.007,0.453,2.185
516.81,3.12,0.473,2.185
518.49,3.086,0.453,2.185
519.02,3.142,0.469,2.185
520.49,3.082,0.453,2.185
521.01,3.144,0.469,2.185
522.28,3.075,0.453,2.185
522.79,3.133,0.466,2.185
523.98,2.975,0.453,0.531
524.53,3.139,0.468,2.185
525.23,3.079,0.453,2.185
525.76,3.148,0.463,2.185
527.23,2.983,0.482,2.181
527.74,3.059,0.453,2.185
528.25,3.051,0.453,0.531
529.2,3.049,0.557,2.185
529.72,3.008,0.453,2.181
530.23,3.138,0.472,2.185
531.13,3.069,0.453,2.185
531.65,3.151,0.464,2.185
532.84,2.99,0.453,0.531
533.36,2.975,0.453,0.531
533.94,3.075,0.453,0.531
534.44,3.157,0.453,0.531
534.95,3.236,0.453,0.531
535.46,3.323,0.453,0.531
535.97,3.43,0.453,0.531
536.48,3.537,0.453,0.531
536.99,3.647,0.453,0.531
537.49,3.757,0.453,0.531
538.0,3.841,0.453,0.531
538.51,3.96,0.453,0.531
